rule_id	kind	line	operations	tier	status	artifacts	note	rule
zipper-descend:0040	rule	282	RangeDropLastOp,tail-frontier,range-drop-last-child-query,range-child-result	mixed	proved-bounded	eager_range_set_equiv,zipper_range_drop_last_materialization_equiv,set_range_subset_fo,set_range_drop_last_child_before_last_fo,set_range_drop_last_child_after_last_fo,range_empty_source_drop_last,range_drop_last_subset,range_drop_last_wrap_a,range_drop_last_wrap_b,range_drop_last_wrap_ab,range_drop_last_of_first_empty,range_singleton_drop_last_literal,range_item_union_drop_last_literal,range_drop_last_full_sentinel_literal,range_drop_last_border_literal,range_drop_last_child_border_literal,range_drop_last_prunes_last_head_literal,frontier_tail_nonempty_has_key_fo,frontier_candidate_tail_frontier_fo,set_child_union_fo,child_same_head_union_a,child_same_head_union_b,child_union_a,child_union_b,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,child_restriction_a,child_restriction_b,child_product_a,child_product_b,suffix_closure_child_derivative_a,suffix_closure_child_derivative_b,zipper_range_materialization_equiv,set_range_first_child_terminal_empty_fo,set_range_first_child_selected_sound_fo,set_range_first_child_pruned_fo,set_range_last_child_selected_sound_fo,set_range_last_child_pruned_fo,range_first_child_border_literal,range_last_child_border_literal	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((range-drop-last-child-query z src item) (range-child-result z result)) ((tail-frontier (RangeDropLastOp src) item result)) :ruleset range_border)
zipper-descend:0041	rule	289	FrontierUnionOp,FrontierChildUnionOp,iter-child-query,iter-child-result	mixed	proved-bounded	frontier_union_is_tails_union,tails_union_children,child_tails_union_a,child_tails_union_b,frontier_child_union_a_after_b,frontier_tail_union_a_is_child,frontier_tail_union_b_is_child,eager_iteration_set_equiv,zipper_iteration_materialization_equiv,zipper_iter_tail_materialization_equiv,zipper_iter_head_materialization_equiv,zipper_iter_reconstruct_materialization_equiv,zipper_iter_range_tail_materialization_equiv,zipper_iter_range_reconstruct_materialization_equiv,zipper_iter_prefixed_range_reconstruct_materialization_equiv,frontier_candidate_tail_frontier_fo,zipper_base_child_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((iter-child-query z src (TailTemplate) item)) ((iter-child-result z (FrontierChildUnionOp (FrontierUnionOp src) item))) :ruleset iter_child)
zipper-descend:0042	rule	292	iter-child-query,iter-child-result,TrieZ,has-key	FOL	proved-unbounded	eager_iteration_set_equiv,zipper_iteration_materialization_equiv,zipper_iter_tail_materialization_equiv,zipper_iter_head_materialization_equiv,zipper_iter_reconstruct_materialization_equiv,zipper_iter_range_tail_materialization_equiv,zipper_iter_range_reconstruct_materialization_equiv,zipper_iter_prefixed_range_reconstruct_materialization_equiv,frontier_candidate_tail_frontier_fo,zipper_base_child_equiv,zipper_base_terminal_equiv	mapped to first-order proof artifact(s)	(rule ((iter-child-query z src (HeadTemplate) item) (has-key src item)) ((iter-child-result z (TrieZ (Singleton (Eps))))) :ruleset iter_child)
zipper-descend:0043	rule	295	iter-child-query,iter-child-result,Child,EmptyZ,empty-focus	mixed	proved-bounded	eager_iteration_set_equiv,zipper_iteration_materialization_equiv,zipper_iter_tail_materialization_equiv,zipper_iter_head_materialization_equiv,zipper_iter_reconstruct_materialization_equiv,zipper_iter_range_tail_materialization_equiv,zipper_iter_range_reconstruct_materialization_equiv,zipper_iter_prefixed_range_reconstruct_materialization_equiv,frontier_candidate_tail_frontier_fo,zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_union_a,child_union_b,set_child_union_fo,child_same_head_union_a,child_same_head_union_b,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_restriction_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative,zipper_emptyz_empty_focus_fo,zipper_emptyz_nonterminal_fo,zipper_keyset_emptyz_fo	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((iter-child-query z src (HeadTemplate) item) (empty-focus (Child item src))) ((iter-child-result z (EmptyZ))) :ruleset iter_child)
zipper-descend:0044	rule	298	iter-child-query,iter-child-result,Child	mixed	proved-bounded	eager_iteration_set_equiv,zipper_iteration_materialization_equiv,zipper_iter_tail_materialization_equiv,zipper_iter_head_materialization_equiv,zipper_iter_reconstruct_materialization_equiv,zipper_iter_range_tail_materialization_equiv,zipper_iter_range_reconstruct_materialization_equiv,zipper_iter_prefixed_range_reconstruct_materialization_equiv,frontier_candidate_tail_frontier_fo,zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_union_a,child_union_b,set_child_union_fo,child_same_head_union_a,child_same_head_union_b,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_restriction_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((iter-child-query z src (ReconstructTemplate) item)) ((iter-child-result z (Child item src))) :ruleset iter_child)
zipper-descend:0045	rule	301	WrapOp,NonEmptyOp,iter-child-query,iter-child-result,Child	mixed	proved-bounded	eager_wrap_set_equiv,zipper_wrap_materialization_equiv,arbitrary_zipper_wrap_set_equiv,set_child_wrap_hit,set_terminal_wrap,wrap_unwrap_left_inverse_a,wrap_unwrap_left_inverse_b,wrap_unwrap_left_inverse_ab,wrap_unwrap_restriction_a,wrap_unwrap_restriction_b,eager_nonempty_paths_set_equiv,zipper_nonempty_paths_materialization_equiv,arbitrary_zipper_nonempty_paths_set_equiv,set_child_nonempty_paths,set_terminal_nonempty_paths_empty,nonempty_empty,nonempty_epsilon_empty,nonempty_idempotent,nonempty_subset,nonempty_union,nonempty_child_a,nonempty_child_b,iteration_reconstruct_nonempty_source,eager_iteration_set_equiv,zipper_iteration_materialization_equiv,zipper_iter_tail_materialization_equiv,zipper_iter_head_materialization_equiv,zipper_iter_reconstruct_materialization_equiv,zipper_iter_range_tail_materialization_equiv,zipper_iter_range_reconstruct_materialization_equiv,zipper_iter_prefixed_range_reconstruct_materialization_equiv,frontier_candidate_tail_frontier_fo,zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_union_a,child_union_b,set_child_union_fo,child_same_head_union_a,child_same_head_union_b,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_restriction_derivative,set_child_raffination_derivative,set_child_unwrap_singleton,set_child_head,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((iter-child-query z src (PrefixedReconstructTemplate prefix) item)) ((iter-child-result z (Child item (WrapOp (NonEmptyOp src) prefix)))) :ruleset iter_child)
zipper-descend:0046	rule	304	FrontierChildUnionOp,IterRangeTailOp,iter-child-query,iter-child-result	mixed	proved-bounded	frontier_child_union_a_after_b,frontier_tail_union_a_is_child,frontier_tail_union_b_is_child,tails_union_children,child_tails_union_a,child_tails_union_b,set_iteration_range_tail_definition_fo,zipper_iter_range_tail_materialization_equiv,iteration_range_tail_full_sentinel,iteration_range_tail_empty_slice,iteration_range_tail_first_subset,iteration_range_tail_drop_last_subset,iteration_range_tail_first_literal,iteration_range_tail_drop_last_literal,iteration_range_tail_same_head_first_literal,iteration_range_tail_same_head_drop_last_literal,eager_iteration_set_equiv,zipper_iteration_materialization_equiv,zipper_iter_tail_materialization_equiv,zipper_iter_head_materialization_equiv,zipper_iter_reconstruct_materialization_equiv,zipper_iter_range_reconstruct_materialization_equiv,zipper_iter_prefixed_range_reconstruct_materialization_equiv,frontier_candidate_tail_frontier_fo,zipper_base_child_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((iter-child-query z src (RangeTailTemplate start end) item)) ((iter-child-result z (FrontierChildUnionOp (IterRangeTailOp src start end) item))) :ruleset iter_child)
zipper-descend:0047	rule	307	FrontierChildUnionOp,IterRangeReconstructOp,iter-child-query,iter-child-result	mixed	proved-bounded	frontier_child_union_a_after_b,frontier_tail_union_a_is_child,frontier_tail_union_b_is_child,tails_union_children,child_tails_union_a,child_tails_union_b,set_iteration_range_reconstruct_definition_fo,zipper_iter_range_reconstruct_materialization_equiv,iteration_range_reconstruct_full_sentinel,iteration_range_reconstruct_empty_slice,iteration_range_reconstruct_first_subset,iteration_range_reconstruct_drop_last_subset,iteration_range_reconstruct_first_literal,iteration_range_reconstruct_drop_last_literal,iteration_range_reconstruct_same_head_first_literal,iteration_range_reconstruct_same_head_drop_last_literal,eager_iteration_set_equiv,zipper_iteration_materialization_equiv,zipper_iter_tail_materialization_equiv,zipper_iter_head_materialization_equiv,zipper_iter_reconstruct_materialization_equiv,zipper_iter_range_tail_materialization_equiv,zipper_iter_prefixed_range_reconstruct_materialization_equiv,frontier_candidate_tail_frontier_fo,zipper_base_child_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((iter-child-query z src (RangeReconstructTemplate start end) item)) ((iter-child-result z (FrontierChildUnionOp (IterRangeReconstructOp src start end) item))) :ruleset iter_child)
zipper-descend:0048	rule	310	FrontierChildUnionOp,IterPrefixedRangeReconstructOp,iter-child-query,iter-child-result	mixed	proved-bounded	frontier_child_union_a_after_b,frontier_tail_union_a_is_child,frontier_tail_union_b_is_child,tails_union_children,child_tails_union_a,child_tails_union_b,set_iteration_prefixed_range_reconstruct_definition_fo,zipper_iter_prefixed_range_reconstruct_materialization_equiv,iteration_prefixed_range_reconstruct_full_sentinel,iteration_prefixed_range_reconstruct_empty_slice,iteration_prefixed_range_reconstruct_first_subset,iteration_prefixed_range_reconstruct_drop_last_subset,iteration_prefixed_range_reconstruct_first_literal,iteration_prefixed_range_reconstruct_drop_last_literal,iteration_prefixed_range_reconstruct_same_head_drop_last_literal,eager_iteration_set_equiv,zipper_iteration_materialization_equiv,zipper_iter_tail_materialization_equiv,zipper_iter_head_materialization_equiv,zipper_iter_reconstruct_materialization_equiv,zipper_iter_range_tail_materialization_equiv,zipper_iter_range_reconstruct_materialization_equiv,frontier_candidate_tail_frontier_fo,zipper_base_child_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((iter-child-query z src (PrefixedRangeReconstructTemplate prefix start end) item)) ((iter-child-result z (FrontierChildUnionOp (IterPrefixedRangeReconstructOp src prefix start end) item))) :ruleset iter_child)
zipper-descend:0049	rule	313	FrontierTailUnionOp,FrontierStateOp,TailsClosureOp,fixpoint-child-query,fixpoint-child-result	mixed	proved-bounded	frontier_tail_union_a_is_child,frontier_tail_union_b_is_child,antimirov_suffix_frontier_state_child_a,antimirov_suffix_frontier_state_child_b,antimirov_tails_frontier_state_child_a,antimirov_tails_frontier_state_child_b,antimirov_suffix_frontier_state_child_fo,antimirov_tails_frontier_state_child_fo,tails_union_children,child_tails_union_a,child_tails_union_b,suffix_closure_child_derivative_a,suffix_closure_child_derivative_b,child_tails_closure_derivative_a,child_tails_closure_derivative_b,frontier_union_is_tails_union,frontier_child_union_a_after_b,antimirov_suffix_frontier_nested_a_b,antimirov_tails_frontier_nested_a_b,antimirov_suffix_frontier_nested_fo,antimirov_tails_frontier_nested_fo,eager_tails_closure_set_equiv,zipper_tails_closure_materialization_equiv,arbitrary_zipper_tails_closure_set_equiv,set_child_tails_closure_derivative,set_tails_closure_definition_fo,tails_closure_idempotent,tails_closure_definition,tails_closure_unfold_base_or_step,tails-closure-open:space_optimized_open,zipper_fixpoint_tail_materialization_equiv,zipper_fixpoint_head_materialization_equiv,zipper_fixpoint_reconstruct_materialization_equiv,zipper_fixpoint_range_tail_full_materialization_equiv,zipper_fixpoint_range_tail_empty_materialization_equiv,zipper_fixpoint_range_reconstruct_materialization_equiv,fixpoint_tail_unfold_via_iter_tail,zipper_base_child_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((fixpoint-child-query z src (TailTemplate) item)) ((fixpoint-child-result z (FrontierStateOp (FrontierTailUnionOp (TailsClosureOp src) item)))) :ruleset iter_child)
zipper-descend:0050	rule	316	UnionOp,HeadOp,fixpoint-child-query,fixpoint-child-result,Child	mixed	proved-bounded	zipper_union_terminal_equiv,zipper_union_child_equiv,set_child_union_fo,set_union_idempotent_fo,set_union_associative_fo,child_union_a,child_union_b,child_same_head_union_a,child_same_head_union_b,union_idempotent,union_associative,eager_head_set_equiv,zipper_head_materialization_equiv,arbitrary_zipper_head_set_equiv,set_child_head,set_terminal_head_empty,set_iteration_head_identity,iteration_head_identity,head_idempotent,zipper_fixpoint_tail_materialization_equiv,zipper_fixpoint_head_materialization_equiv,zipper_fixpoint_reconstruct_materialization_equiv,zipper_fixpoint_range_tail_full_materialization_equiv,zipper_fixpoint_range_tail_empty_materialization_equiv,zipper_fixpoint_range_reconstruct_materialization_equiv,fixpoint_tail_unfold_via_iter_tail,zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_restriction_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((fixpoint-child-query z src (HeadTemplate) item)) ((fixpoint-child-result z (Child item (UnionOp src (HeadOp src))))) :ruleset iter_child)
zipper-descend:0051	rule	319	fixpoint-child-query,fixpoint-child-result,Child	mixed	proved-bounded	zipper_fixpoint_tail_materialization_equiv,zipper_fixpoint_head_materialization_equiv,zipper_fixpoint_reconstruct_materialization_equiv,zipper_fixpoint_range_tail_full_materialization_equiv,zipper_fixpoint_range_tail_empty_materialization_equiv,zipper_fixpoint_range_reconstruct_materialization_equiv,fixpoint_tail_unfold_via_iter_tail,zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_union_a,child_union_b,set_child_union_fo,child_same_head_union_a,child_same_head_union_b,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_restriction_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((fixpoint-child-query z src (ReconstructTemplate) item)) ((fixpoint-child-result z (Child item src))) :ruleset iter_child)
zipper-descend:0052	rule	322	fixpoint-child-query,fixpoint-child-result,Child	mixed	proved-bounded	zipper_fixpoint_tail_materialization_equiv,zipper_fixpoint_head_materialization_equiv,zipper_fixpoint_reconstruct_materialization_equiv,zipper_fixpoint_range_tail_full_materialization_equiv,zipper_fixpoint_range_tail_empty_materialization_equiv,zipper_fixpoint_range_reconstruct_materialization_equiv,fixpoint_tail_unfold_via_iter_tail,zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_union_a,child_union_b,set_child_union_fo,child_same_head_union_a,child_same_head_union_b,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_restriction_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_unwrap_singleton,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((fixpoint-child-query z src (PrefixedReconstructTemplate (Eps)) item)) ((fixpoint-child-result z (Child item src))) :ruleset iter_child)
